QueryId,QueryCtonten,Title,Tag,Link,Category,Author,Image
2,long story,One of Us Is Lying,"high school story, bad book, star book, mediocre book, normal high school, modern high school, stereotypical high school, high school, cringey love story, story entertaining,",https://www.amazon.com/One-Us-Lying-Karen-McManus/dp/1524714682/ref=sr_1_4?qid=1636074832&qsid=140-8015291-3406335&s=books&sr=1-4&sres=0545162076%2C0593201884%2C1119787343%2C1524714682%2C0060935464%2C014240733X%2C1426307748%2C0399501487%2C0062457802%2C1416936475%2C059035342X%2C1457312190%2C125019623X%2C1524771031%2C0544336267%2C1635575567,Teen & Young Adult Books,"Karen M. McManus, ",https://m.media-amazon.com/images/I/81mUVqncmNL._AC_UY218_.jpg
2,long story,Endurance: Shackleton's Incredible Voyage,"sea good story, good story, incredible story, story great, entire story, story day, actual story, true story, short story, entire book,",https://www.amazon.com/Endurance-Shackletons-Incredible-Alfred-Lansing/dp/0465062881/ref=sr_1_26?qid=1639356130&s=books&sr=1-26,Engineering & Transportation,"Alfred Lansing, ",https://m.media-amazon.com/images/I/5172dBvaxAL._AC_UY218_.jpg
2,long story,"Mom, I Want to Hear Your Story: A Mother’s Guided Journal To Share Her Life & Her Love (Hear Your Story Books)","good book, good question, baby book, alright book, good gift, bad high school experience, bad memory, good intention, high quality item, good product,",https://www.amazon.com/Mom-Want-Hear-Your-Story/dp/1081439793/ref=sr_1_29?qid=1639355894&s=books&sr=1-29,Parenting & Relationships,"Jeffrey Mason, ",https://m.media-amazon.com/images/I/71dtXoAho2L._AC_UY218_.jpg
2,long story,"Interesting Stories for Curious Kids: A Fascinating Collection of the Most Interesting, Unbelievable, and Craziest Stories on Earth!","nonfiction story book, book wa, interesting story, terrible book, bad book, short article-like story, history story, informational book, campfire story, wonder child today,",https://www.amazon.com/Interesting-Stories-Curious-Kids-Unbelievable/dp/1648450814/ref=sr_1_22?qid=1639355994&s=books&sr=1-22,Humor & Entertainment,"Bill O'Neill, ",https://m.media-amazon.com/images/I/71kzBHe1noL._AC_UY218_.jpg
2,long story,The Last Thing He Told Me: A Novel,"reese witherspoon book club pick, entire book, hurling book, over-rated book, book suspenseful, star review, main character making odd gut-decisions, frustrating main character, star reviewer, .the author,",https://www.amazon.com/Last-Thing-He-Told-Me/dp/1501171348/ref=sr_1_5?qid=1636075278&s=books&sr=1-5,"Mystery, Thriller & Suspense","Laura Dave, ",https://m.media-amazon.com/images/I/51G2Y+mbUpL._AC_UY218_.jpg
2,long story,The Last Thing He Told Me: A Novel,"reese witherspoon book club pick, entire book, hurling book, over-rated book, book suspenseful, star review, main character making odd gut-decisions, frustrating main character, star reviewer, .the author,",https://www.amazon.com/Last-Thing-He-Told-Me/dp/1501171348/ref=sr_1_11?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-11&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Laura Dave, ",https://m.media-amazon.com/images/I/51G2Y+mbUpL._AC_UY218_.jpg
2,long story,"The Forever Dog: Surprising New Science to Help Your Canine Companion Live Younger, Healthier, and Longer","previous book, book start, healthy dog, covid ha, dr becker ha, reason amazon ha, bad science, amazon ha, science support, covid plandemic,",https://www.amazon.com/Forever-Dog-Surprising-Companion-Healthier/dp/0063002604/ref=sr_1_1?qid=1636073537&qsid=146-0086128-2410872&s=books&sr=1-1&sres=0063002604%2C0692927999%2C1647224098%2C1523515279%2C0593184106%2C1940352649%2C1250181909%2C1465449817%2C1523506148%2C0143131664%2C152486398X%2CB08YHVXNK9%2C1999896963%2C1523512806%2C1984823914%2C0762462876,"Crafts, Hobbies & Home","Karen Shaw Becker, Rodney Habib, ",https://m.media-amazon.com/images/I/819uUyThAGL._AC_UY218_.jpg
2,long story,The Storyteller: Tales of Life and Music,"second book, star ho hum review, basic story, grohl fan, od story, david grohl, house story, lot missing, preventa hace ya, paul mccartney,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_3?qid=1636073234&s=books&sr=1-3,Humor & Entertainment,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
2,long story,The Storyteller: Tales of Life and Music,"second book, star ho hum review, basic story, grohl fan, od story, david grohl, house story, lot missing, preventa hace ya, paul mccartney,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_2?qid=1636072434&s=books&sr=1-2,Biographies,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
2,long story,The Storyteller: Tales of Life and Music,"second book, star ho hum review, basic story, grohl fan, od story, david grohl, house story, lot missing, preventa hace ya, paul mccartney,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_3?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-3&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
3,mystery story,"Interesting Stories for Curious Kids: A Fascinating Collection of the Most Interesting, Unbelievable, and Craziest Stories on Earth!","nonfiction story book, book wa, interesting story, terrible book, bad book, short article-like story, history story, informational book, campfire story, wonder child today,",https://www.amazon.com/Interesting-Stories-Curious-Kids-Unbelievable/dp/1648450814/ref=sr_1_22?qid=1639355994&s=books&sr=1-22,Humor & Entertainment,"Bill O'Neill, ",https://m.media-amazon.com/images/I/71kzBHe1noL._AC_UY218_.jpg
3,mystery story,Under the Whispering Door,"t.j. klune book, good book, second wolf book, denying t.j. klune, wallace learning, wallace price, humorous story, t.j. klune, cameron/zach story, contemplative story,",https://www.amazon.com/Under-the-Whispering-Door/dp/B087JYGLFS/ref=sr_1_9?qid=1636075415&s=books&sr=1-9,LGBTQ+ Books,"TJ Klune, ",https://m.media-amazon.com/images/I/81JR75tiyML._AC_UY218_.jpg
3,mystery story,The Storyteller: Tales of Life and Music,"second book, star ho hum review, basic story, grohl fan, od story, david grohl, house story, lot missing, preventa hace ya, paul mccartney,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_3?qid=1636073234&s=books&sr=1-3,Humor & Entertainment,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
3,mystery story,The Storyteller: Tales of Life and Music,"second book, star ho hum review, basic story, grohl fan, od story, david grohl, house story, lot missing, preventa hace ya, paul mccartney,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_2?qid=1636072434&s=books&sr=1-2,Biographies,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
3,mystery story,The Storyteller: Tales of Life and Music,"second book, star ho hum review, basic story, grohl fan, od story, david grohl, house story, lot missing, preventa hace ya, paul mccartney,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_3?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-3&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
3,mystery story,Into the Abyss: An Extraordinary True Story,"survival book, dramatic survival story, real life story, bad story, good story, amazing story, slow story, nice story, small detail, crash .... tragedy,",https://www.amazon.com/Into-Abyss-Extraordinary-True-Story/dp/1455501964/ref=sr_1_31?qid=1639356249&s=books&sr=1-31,Sports & Outdoors,"Carol Shaben, ",https://m.media-amazon.com/images/I/5121z9ziLTL._AC_UY218_.jpg
3,mystery story,Into the Abyss: An Extraordinary True Story,"survival book, dramatic survival story, real life story, bad story, good story, amazing story, slow story, nice story, small detail, crash .... tragedy,",https://www.amazon.com/Into-Abyss-Extraordinary-True-Story/dp/1455501964/ref=sr_1_18?qid=1639356496&s=books&sr=1-18,Travel,"Carol Shaben, ",https://m.media-amazon.com/images/I/5121z9ziLTL._AC_UY218_.jpg
3,mystery story,The Invisible Life of Addie LaRue,"anticlimactic book ive, great book, entire book, book start, book isit, verse multiple story, quaint short story, short story, story arc, disjointed story,",https://www.amazon.com/Invisible-Life-Addie-LaRue/dp/B0844PWK76/ref=sr_1_26?qid=1639358205&s=books&sr=1-26,Science Fiction & Fantasy,"V. E. Schwab, ",https://m.media-amazon.com/images/I/A1+4KMJPKPL._AC_UY218_.jpg
3,mystery story,The Invisible Life of Addie LaRue,"anticlimactic book ive, great book, entire book, book start, book isit, verse multiple story, quaint short story, short story, story arc, disjointed story,",https://www.amazon.com/Invisible-Life-Addie-LaRue/dp/B0844PWK76/ref=sr_1_15?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-15&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"V. E. Schwab, ",https://m.media-amazon.com/images/I/A1+4KMJPKPL._AC_UY218_.jpg
3,mystery story,The Man Who Died Twice: A Thursday Murder Club Mystery,"thursday murder club series disappointing, group viking/pamela dorman book, second book, cozy mystery series, book boring, kindle book, thursday morning murder club, second mystery, thursday murder club, third osman mystery,",https://www.amazon.com/Man-Who-Died-Twice-Thursday/dp/1984880993/ref=sr_1_17?qid=1639358282&s=books&sr=1-17,"Mystery, Thriller & Suspense","Richard Osman, ",https://m.media-amazon.com/images/I/71iwl5n1iEL._AC_UY218_.jpg
4,children education,Teach Your Child to Read in 100 Easy Lessons,"child friendly book, reading book, word family word game, simple picture book, alphabet book, bob book, book complicate, demand avoidant child, practice writing capital letter, child level,",https://www.amazon.com/Teach-Your-Child-Read-Lessons/dp/0671631985/ref=sr_1_12?qid=1636074368&qsid=134-2432980-7313567&s=books&sr=1-12&sres=1641526270%2C0545231493%2C1338233580%2C1119787343%2C0323358411%2C1951287134%2C1686456964%2C9388369882%2CB08XLLF3PG%2C031075013X%2C1457312190%2C0671631985%2C0310708257%2C0525570446%2C1506266258%2C0545231515,Education & Teaching,"Siegfried Engelmann, Phyllis Haddox, ",https://m.media-amazon.com/images/I/719ImsycmSL._AC_UY218_.jpg
4,children education,Teach Your Child to Read in 100 Easy Lessons,"child friendly book, reading book, word family word game, simple picture book, alphabet book, bob book, book complicate, demand avoidant child, practice writing capital letter, child level,",https://www.amazon.com/Teach-Your-Child-Read-Lessons/dp/0671631985/ref=sr_1_11?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-11&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Siegfried Engelmann, Phyllis Haddox, ",https://m.media-amazon.com/images/I/719ImsycmSL._AC_UY218_.jpg
4,children education,Teach Your Child to Read in 100 Easy Lessons,"child friendly book, reading book, word family word game, simple picture book, sticker book, alphabet book, bob book, book complicate, practice writing capital letter, practice writing letter,",https://www.amazon.com/Teach-Your-Child-Read-Lessons/dp/0671631985/ref=sr_1_24?qid=1639357337&s=books&sr=1-24,Education & Teaching,"Siegfried Engelmann, Phyllis Haddox, ",https://m.media-amazon.com/images/I/719ImsycmSL._AC_UY218_.jpg
4,children education,Teach Your Child to Read in 100 Easy Lessons,"child friendly book, reading book, word family word game, simple picture book, sticker book, alphabet book, bob book, book complicate, practice writing capital letter, practice writing letter,",https://www.amazon.com/Teach-Your-Child-Read-Lessons/dp/0671631985/ref=sr_1_32?qid=1639355894&s=books&sr=1-32,Parenting & Relationships,"Siegfried Engelmann, Phyllis Haddox, ",https://m.media-amazon.com/images/I/719ImsycmSL._AC_UY218_.jpg
4,children education,All Boys Aren't Blue: A Memoir-Manifesto,"book, elementary school library, young adult reader, high school library, young adult fiction, young reader, middle school, high school, not-yet-fully-developed child, local school,",https://www.amazon.com/All-Boys-Arent-Blue-Memoir-Manifesto/dp/0374312710/ref=sr_1_28?qid=1639358384&s=books&sr=1-28,LGBTQ+ Books,"George M. Johnson, ",https://m.media-amazon.com/images/I/91b89v4B3ZL._AC_UY218_.jpg
4,children education,"Trace Letters: Alphabet Handwriting Practice workbook for kids: Preschool writing Workbook with Sight words for Pre K, Kindergarten and Kids Ages 3-5. ABC print handwriting book","practice book, great book, guess book, christmas tree start, teaching improper english, nasty sticky stuff, fine workbook, second time, letter, nose-to-the-grindstone repetition,",https://www.amazon.com/Trace-Letters-Handwriting-Kindergarten-handwriting/dp/1686456964/ref=sr_1_7?qid=1636074368&qsid=134-2432980-7313567&s=books&sr=1-7&sres=1641526270%2C0545231493%2C1338233580%2C1119787343%2C0323358411%2C1951287134%2C1686456964%2C9388369882%2CB08XLLF3PG%2C031075013X%2C1457312190%2C0671631985%2C0310708257%2C0525570446%2C1506266258%2C0545231515,Education & Teaching,"Sujatha Lalgudi, ",https://m.media-amazon.com/images/I/61hv1JvD-1L._AC_UY218_.jpg
4,children education,"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids","book, inexperienced parent, experienced parent, mom voice coming, challenging behavior, complete lack, generalized disrespect, finishing reading, helpful, size,",https://www.amazon.com/Raising-Good-Humans-Parenting-Confident/dp/B08FW8M7WG/ref=sr_1_16?qid=1636075001&s=books&sr=1-16,Medical Books,"Hunter Clarke-Fields MSAE, ",https://m.media-amazon.com/images/I/81mCI-Q1UPL._AC_UY218_.jpg
4,children education,"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids","book, inexperienced parent, experienced parent, mom voice coming, challenging behavior, complete lack, generalized disrespect, finishing reading, helpful, size,",https://www.amazon.com/Raising-Good-Humans-Parenting-Confident/dp/B08FW8M7WG/ref=sr_1_26?qid=1639358031&s=books&sr=1-26,Medical Books,"Hunter Clarke-Fields MSAE, ",https://m.media-amazon.com/images/I/81mCI-Q1UPL._AC_UY218_.jpg
4,children education,"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids","book, inexperienced parent, experienced parent, mom voice coming, challenging behavior, complete lack, generalized disrespect, finishing reading, helpful, size,",https://www.amazon.com/Raising-Good-Humans-Parenting-Confident/dp/B08FW8M7WG/ref=sr_1_14?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-14&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Hunter Clarke-Fields MSAE, ",https://m.media-amazon.com/images/I/81mCI-Q1UPL._AC_UY218_.jpg
4,children education,Word Search for Kids Ages 6-8: 100 Word Search Puzzles (Search and Find),"adult puzzle, second third, publisher thinking, book, year, child, easy, ready, youve, hard,",https://www.amazon.com/Word-Search-Kids-Ages-6-8/dp/B08JDYXK87/ref=sr_1_20?qid=1639356130&s=books&sr=1-20,Engineering & Transportation,"Word Adventure Books, ",https://m.media-amazon.com/images/I/71l80En9GpL._AC_UY218_.jpg
5,artificial intelligence,The Age of AI: And Our Human Future,"google ad aka google adwords, google advertising platform, book assumption, best selling book, book review, popular book, prior book, google language, single human problem, google slap,",https://www.amazon.com/Age-I-Our-Human-Future/dp/0316273805/ref=sr_1_20?qid=1639356662&s=books&sr=1-20,Computers & Technology,"Eric Schmidt, Henry A Kissinger, ",https://m.media-amazon.com/images/I/61-nVXl616L._AC_UY218_.jpg
5,artificial intelligence,"Thinking, Fast and Slow","audio book, author state, author premise, author doe, good example, good decision making, endless case study, good form, algorithms doesnt common sense fit, nobel prize,",https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=sr_1_22?qid=1639358116&s=books&sr=1-22,Business & Money,"Daniel Kahneman, ",https://m.media-amazon.com/images/I/61fdrEuPJwL._AC_UY218_.jpg
5,artificial intelligence,"Thinking, Fast and Slow","audio book, author state, author premise, author doe, good example, good decision making, endless case study, good form, algorithms doesnt common sense fit, nobel prize,",https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=sr_1_29?qid=1639357108&s=books&sr=1-29,Science & Math,"Daniel Kahneman, ",https://m.media-amazon.com/images/I/61fdrEuPJwL._AC_UY218_.jpg
5,artificial intelligence,AI 2041: Ten Visions for Our Future,"short story, story reader, futuristic story, optimistic book, sci-fi story, non-fiction book, author mark, fiction writer ha great knowledge, singularity believer, fictitious short,",https://www.amazon.com/AI-2041-Ten-Visions-Future/dp/B08SFL53HL/ref=sr_1_16?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-16&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Kai-Fu Lee, ",https://m.media-amazon.com/images/I/61GA1fTwZFL._AC_UY218_.jpg
5,artificial intelligence,"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming","good book, great quality book, book ...., book content, book ha, useless book, book turn, book verbatim, entire book, basic previous programming experience,",https://www.amazon.com/Python-Crash-Course-2nd-Edition/dp/1593279280/ref=sr_1_25?qid=1639356662&s=books&sr=1-25,Computers & Technology,"Eric Matthes, ",https://m.media-amazon.com/images/I/71NUZ+rHN2L._AC_UY218_.jpg
